time,open,high,low,close,volume,exchange,pair
2024-11-26 11:04:00,615.75000000,618.42000000,615.32000000,618.40000000,1978.55000000,Binance,BNBUSDT
2024-11-26 11:05:00,618.40000000,619.95000000,617.64000000,619.77000000,1978.74900000,Binance,BNBUSDT
2024-11-26 11:06:00,619.77000000,620.80000000,619.43000000,620.78000000,1049.86500000,Binance,BNBUSDT
2024-11-26 11:07:00,620.79000000,621.07000000,620.01000000,620.93000000,953.70200000,Binance,BNBUSDT
2024-11-26 11:08:00,620.94000000,621.69000000,620.08000000,621.66000000,823.67700000,Binance,BNBUSDT
2024-11-26 11:09:00,621.66000000,622.21000000,621.08000000,622.02000000,632.36000000,Binance,BNBUSDT
2024-11-26 11:10:00,622.00000000,622.09000000,621.30000000,621.49000000,953.73100000,Binance,BNBUSDT
2024-11-26 11:11:00,621.48000000,621.76000000,620.70000000,621.64000000,733.26200000,Binance,BNBUSDT
2024-11-26 11:12:00,621.64000000,621.72000000,620.20000000,621.19000000,409.77300000,Binance,BNBUSDT
2024-11-26 11:13:00,621.19000000,621.89000000,620.86000000,621.45000000,463.16700000,Binance,BNBUSDT
2024-11-26 11:14:00,621.45000000,621.68000000,620.50000000,621.20000000,898.27400000,Binance,BNBUSDT
2024-11-26 11:15:00,621.17000000,621.78000000,619.20000000,619.21000000,716.90600000,Binance,BNBUSDT
2024-11-26 11:16:00,619.22000000,619.49000000,617.77000000,618.19000000,1007.77800000,Binance,BNBUSDT
2024-11-26 11:17:00,618.19000000,618.36000000,617.39000000,617.50000000,816.09000000,Binance,BNBUSDT
2024-11-26 11:18:00,617.50000000,619.00000000,617.49000000,618.50000000,417.69600000,Binance,BNBUSDT
2024-11-26 11:19:00,618.50000000,618.99000000,617.41000000,617.96000000,601.53100000,Binance,BNBUSDT
2024-11-26 11:20:00,617.95000000,618.70000000,617.62000000,617.62000000,460.73200000,Binance,BNBUSDT
2024-11-26 11:21:00,617.61000000,617.73000000,615.72000000,616.21000000,1347.77900000,Binance,BNBUSDT
2024-11-26 11:22:00,616.21000000,616.60000000,615.45000000,615.55000000,732.47400000,Binance,BNBUSDT
2024-11-26 11:23:00,615.55000000,615.75000000,615.00000000,615.08000000,867.29000000,Binance,BNBUSDT
2024-11-26 11:24:00,615.09000000,615.67000000,614.54000000,615.54000000,2533.83700000,Binance,BNBUSDT
2024-11-26 11:25:00,615.59000000,616.57000000,615.25000000,615.27000000,713.03400000,Binance,BNBUSDT
2024-11-26 11:26:00,615.26000000,615.30000000,613.31000000,613.31000000,1756.76900000,Binance,BNBUSDT
2024-11-26 11:27:00,613.31000000,613.58000000,612.66000000,612.72000000,1507.59300000,Binance,BNBUSDT
2024-11-26 11:28:00,612.72000000,613.38000000,611.59000000,611.78000000,2154.50800000,Binance,BNBUSDT
2024-11-26 11:29:00,611.78000000,613.00000000,611.61000000,611.72000000,1804.84600000,Binance,BNBUSDT
2024-11-26 11:30:00,611.73000000,613.44000000,611.38000000,612.71000000,2061.89100000,Binance,BNBUSDT
2024-11-26 11:31:00,612.71000000,612.78000000,610.85000000,610.96000000,1473.93100000,Binance,BNBUSDT
2024-11-26 11:32:00,610.97000000,613.74000000,610.11000000,613.40000000,1964.30300000,Binance,BNBUSDT
2024-11-26 11:33:00,613.39000000,614.25000000,612.37000000,612.83000000,1847.47200000,Binance,BNBUSDT
2024-11-26 11:34:00,612.82000000,612.97000000,610.80000000,611.79000000,1581.28900000,Binance,BNBUSDT
2024-11-26 11:35:00,611.80000000,613.30000000,611.41000000,612.77000000,1237.67600000,Binance,BNBUSDT
2024-11-26 11:36:00,612.78000000,614.40000000,612.35000000,613.18000000,677.39900000,Binance,BNBUSDT
2024-11-26 11:37:00,613.17000000,613.20000000,611.80000000,613.20000000,1400.35300000,Binance,BNBUSDT
2024-11-26 11:38:00,613.20000000,613.40000000,611.40000000,612.92000000,1634.61000000,Binance,BNBUSDT
2024-11-26 11:39:00,612.92000000,613.10000000,611.61000000,611.74000000,799.77300000,Binance,BNBUSDT
2024-11-26 11:40:00,611.75000000,613.56000000,611.50000000,613.01000000,2004.04300000,Binance,BNBUSDT
2024-11-26 11:41:00,613.01000000,613.20000000,610.84000000,612.30000000,1320.42600000,Binance,BNBUSDT
2024-11-26 11:42:00,612.34000000,614.10000000,611.00000000,612.12000000,2280.97300000,Binance,BNBUSDT
2024-11-26 11:43:00,612.13000000,613.65000000,611.78000000,612.41000000,645.16100000,Binance,BNBUSDT
2024-11-26 11:44:00,612.41000000,613.72000000,611.95000000,612.11000000,690.41800000,Binance,BNBUSDT
2024-11-26 11:45:00,612.11000000,613.36000000,611.70000000,611.89000000,1134.93800000,Binance,BNBUSDT
2024-11-26 11:46:00,611.89000000,614.30000000,611.42000000,614.09000000,1012.89500000,Binance,BNBUSDT
2024-11-26 11:47:00,614.09000000,615.67000000,613.80000000,615.67000000,808.72900000,Binance,BNBUSDT
2024-11-26 11:48:00,615.66000000,616.46000000,615.34000000,616.29000000,863.24200000,Binance,BNBUSDT
2024-11-26 11:49:00,616.30000000,617.10000000,615.90000000,617.03000000,1340.60800000,Binance,BNBUSDT
2024-11-26 11:50:00,617.04000000,617.61000000,616.56000000,617.29000000,703.44700000,Binance,BNBUSDT
